Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,388,0.15170728,389
577,0.9322362,526,0.9247043,577
327,0.86044884,323,0.6847204,327
138,0.9732808,361,0.21294811,138
91,0.9358178,91,0.60698485,91
982,0.9730243,769,0.11754755,982
10,0.97297543,10,0.71340334,10
472,0.9774131,457,0.14237092,472
304,0.83534724,301,0.45128915,304
968,0.9663726,968,0.6265538,968
451,0.99904424,794,0.11054976,451
327,0.9756659,990,0.17922743,327
580,0.99888784,527,0.6248476,580
975,0.99584585,34,0.1910277,975
625,0.9847936,455,0.648234,625
18,0.9722945,18,0.85674196,18
664,0.9354684,498,0.45697168,664
968,0.9276822,969,0.21412297,968
426,0.9240106,426,0.62960386,426
653,0.9543461,558,0.3086252,653
465,0.93525666,817,0.32309484,465
810,0.8261997,926,0.55283636,810
108,0.9746312,108,0.7160129,108
673,0.55725205,560,0.2780095,673
254,0.5702473,174,0.100398116,254
854,0.9608202,854,0.23493169,854
973,0.5404487,650,0.34801912,973
704,0.8592668,424,0.20856181,704
108,0.9356923,3,0.15381062,108
964,0.9426027,942,0.8718749,964
354,0.9287883,353,0.84577614,354
606,0.8611868,710,0.3124865,606
760,0.86267716,733,0.081269324,760
983,0.42076153,637,0.6641615,983
484,0.81842774,501,0.3503733,484
734,0.99651587,558,0.089107946,734
561,0.98979247,616,0.18463382,561
484,0.94695675,484,0.23123647,484
561,0.6463696,876,0.40258056,561
566,0.97391164,535,0.12583677,566
719,0.95877916,719,0.33147368,719
306,0.68408704,303,0.9801475,306
484,0.9472565,874,0.83125794,484
973,0.44569343,51,0.63744503,973
771,0.9684921,775,0.3822011,771
571,0.980414,692,0.73160255,571
324,0.9548405,324,0.7665906,324
816,0.9764054,787,0.3008259,816
962,0.9966761,118,0.040749058,962
539,0.7563011,641,0.30722347,539
114,0.9943632,114,0.084061496,114
878,0.50751364,773,0.055280507,878
822,0.9474565,822,0.31945962,822
367,0.99625313,102,0.2622883,367
763,0.58613485,780,0.43473083,763
753,0.90894765,616,0.46097064,753
760,0.9551128,705,0.27187875,760
744,0.59328043,440,0.78696674,744
894,0.13841715,841,0.16093262,894
50,0.9534035,51,0.49017322,50
23,0.67134935,22,0.5832712,23
826,0.9470836,709,0.43543115,826
462,0.15364887,690,0.38763922,477
459,0.9883111,509,0.63955605,459
471,0.9998865,471,0.59236836,471
98,0.7045383,8,0.6842629,98
815,0.98819643,815,0.8494663,815
583,0.92528534,820,0.073223,583
581,0.9507373,691,0.58765167,581
799,0.4733762,770,0.5185557,620
876,0.9095277,972,0.45753378,876
610,0.72760195,657,0.8425473,610
422,0.8615604,814,0.17014152,422
514,0.79046094,559,0.5179367,514
615,0.5305377,615,0.66145927,776
702,0.99971825,702,0.9683326,702
923,0.9338562,923,0.1789633,923
469,0.89910793,752,0.83585584,469
95,0.8489005,96,0.94474953,95
979,0.73401284,978,0.9265272,979
142,0.8845876,136,0.8273282,142
228,0.8446691,165,0.99550724,228
566,0.30706584,920,0.08908442,566
556,0.95706886,556,0.3203613,556
966,0.84846514,924,0.34854278,966
991,0.5219847,114,0.12650509,991
859,0.80019224,449,0.98832846,859
518,0.9737578,558,0.21794368,518
815,0.9554382,815,0.5873697,815
761,0.5825841,800,0.34304073,761
778,0.9861253,606,0.092119664,778
985,0.89672214,490,0.071227625,985
855,0.7090082,743,0.3521913,855
932,0.8824644,930,0.50397694,932
608,0.97892463,608,0.1885783,608
870,0.9619102,870,0.2960253,870
657,0.39802316,408,0.95465934,657
898,0.98040366,831,0.1690111,898
960,0.52403957,869,0.03244104,960
960,0.97418606,960,0.6910399,960
