Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,389,0.7438451,389
577,0.9322362,744,0.20485355,577
327,0.86044884,329,0.17897591,327
138,0.9732808,51,0.2792418,138
91,0.9358178,91,0.9337254,91
982,0.9730243,982,0.09722281,982
10,0.97297543,343,0.14026067,10
472,0.9774131,670,0.08226484,472
304,0.83534724,304,0.32800862,304
968,0.9663726,968,0.9657609,968
451,0.99904424,451,0.09376763,451
327,0.9756659,497,0.06330417,327
580,0.99888784,533,0.19999513,580
975,0.99584585,592,0.18086562,975
625,0.9847936,407,0.27895766,625
18,0.9722945,11,0.20380886,18
664,0.9354684,484,0.6268847,664
968,0.9276822,850,0.726596,968
426,0.9240106,916,0.5816586,426
653,0.9543461,468,0.09935218,653
465,0.93525666,423,0.10691097,465
810,0.8261997,810,0.16945042,810
108,0.9746312,34,0.13830699,108
673,0.55725205,560,0.09189177,673
254,0.5702473,189,0.2152189,254
854,0.9608202,612,0.070125625,854
973,0.5404487,722,0.038708,973
704,0.8592668,662,0.3386935,704
108,0.9356923,611,0.082736626,108
964,0.9426027,862,0.053364728,964
354,0.9287883,354,0.6375483,354
606,0.8611868,614,0.22499709,606
760,0.86267716,733,0.39848146,760
983,0.42076153,637,0.64496887,983
484,0.81842774,612,0.065161124,484
734,0.99651587,734,0.10277951,734
561,0.98979247,561,0.6336555,561
484,0.94695675,484,0.7663596,484
561,0.6463696,612,0.8967785,561
566,0.97391164,449,0.9465278,566
719,0.95877916,719,0.6658406,719
306,0.68408704,303,0.65916497,306
484,0.9472565,484,0.6046661,484
973,0.44569343,670,0.06299177,973
771,0.9684921,631,0.48221698,771
571,0.980414,692,0.679378,571
324,0.9548405,324,0.84202623,324
816,0.9764054,742,0.16356483,816
962,0.9966761,962,0.57146865,962
539,0.7563011,578,0.21055043,539
114,0.9943632,118,0.68180364,114
878,0.50751364,599,0.08618763,878
822,0.9474565,753,0.17468366,822
367,0.99625313,150,0.21703577,367
763,0.58613485,780,0.92612123,763
753,0.90894765,616,0.52074414,753
760,0.9551128,705,0.37049094,760
744,0.59328043,789,0.124971576,744
894,0.13841715,751,0.16153207,894
50,0.9534035,51,0.48055613,50
23,0.67134935,390,0.16792427,23
826,0.9470836,751,0.2809178,826
462,0.15364887,656,0.048643652,477
459,0.9883111,540,0.19149202,459
471,0.9998865,471,0.14420474,471
98,0.7045383,84,0.19597673,98
815,0.98819643,778,0.7174746,815
583,0.92528534,566,0.91322577,583
581,0.9507373,97,0.23816507,581
799,0.4733762,742,0.6261329,620
876,0.9095277,876,0.1337345,876
610,0.72760195,437,0.66623724,610
422,0.8615604,380,0.11219088,422
514,0.79046094,559,0.5545174,514
615,0.5305377,776,0.13057856,776
702,0.99971825,705,0.1128481,702
923,0.9338562,656,0.20467058,923
469,0.89910793,612,0.28080076,469
95,0.8489005,371,0.44523412,95
979,0.73401284,751,0.25980055,979
142,0.8845876,136,0.116772234,142
228,0.8446691,364,0.14358965,228
566,0.30706584,396,0.109439254,566
556,0.95706886,556,0.7050369,556
966,0.84846514,70,0.21161139,966
991,0.5219847,114,0.13065794,991
859,0.80019224,854,0.73075527,859
518,0.9737578,725,0.11149937,518
815,0.9554382,607,0.16494966,815
761,0.5825841,447,0.2592643,761
778,0.9861253,474,0.20013775,778
985,0.89672214,426,0.038593218,985
855,0.7090082,599,0.2496189,855
932,0.8824644,516,0.047862772,932
608,0.97892463,738,0.23972961,608
870,0.9619102,870,0.97689205,870
657,0.39802316,408,0.2536051,657
898,0.98040366,415,0.15961298,898
960,0.52403957,869,0.12256138,960
960,0.97418606,960,0.2378677,960
423,0.96350235,788,0.25781554,423
860,0.99963725,749,0.18458712,860
641,0.8981874,641,0.8822965,641
650,0.784763,864,0.29130092,650
58,0.9860881,71,0.16679037,58
410,0.51950103,827,0.29265222,410
473,0.802047,473,0.6663453,473
431,0.68359524,612,0.39551246,431
422,0.624827,840,0.43069673,422
141,0.868998,18,0.14036344,141
499,0.88543665,647,0.15110052,499
566,0.9616614,493,0.3645247,566
405,0.8374344,834,0.10260108,405
582,0.9619447,582,0.47779307,582
932,0.7689605,932,0.5174402,416
539,0.76398706,498,0.29212794,539
769,0.42403856,612,0.116832405,769
820,0.8162214,421,0.3717877,820
440,0.9963586,765,0.91974795,440
337,0.979532,281,0.29678676,337
51,0.97091776,609,0.36650375,51
304,0.90319026,308,0.6627649,304
34,0.9057095,37,0.09523503,34
709,0.9925524,670,0.19739778,709
476,0.9992866,476,0.765016,476
442,0.83050394,789,0.10237859,442
309,0.9965065,126,0.97412395,309
991,0.9922788,939,0.41752502,991
512,0.9620843,437,0.4550102,512
645,0.95659465,778,0.06720632,645
342,0.9944332,342,0.94807965,342
583,0.94808286,612,0.4191758,583
699,0.5157304,789,0.13670313,699
920,0.9963175,540,0.8349828,920
975,0.9873095,435,0.9563521,975
311,0.41589573,63,0.095498115,311
882,0.981423,441,0.18832216,882
898,0.9526279,898,0.85556144,898
974,0.7296604,328,0.1220637,974
481,0.96296746,481,0.9618412,481
310,0.96234465,40,0.34157178,310
787,0.46719393,462,0.3527326,620
115,0.96638286,330,0.90516853,115
476,0.8926941,786,0.24965367,476
972,0.9999809,972,0.9983955,972
479,0.95924765,479,0.30527893,479
708,0.928371,893,0.550351,708
874,0.9765278,664,0.3567666,874
545,0.8221401,122,0.40779564,545
437,0.996232,469,0.555901,437
854,0.99152774,476,0.18137531,854
480,0.8107347,519,0.87715554,480
913,0.8965484,731,0.5184372,913
880,0.9280024,880,0.2995706,880
308,0.8058765,110,0.5070461,308
471,0.99967754,670,0.071501404,471
458,0.96400917,571,0.16047442,458
361,0.9864507,370,0.044893403,361
80,0.9528177,80,0.96847576,80
864,0.16971727,864,0.30775508,650
518,0.15198435,888,0.6284297,443
108,0.4428809,108,0.4088638,108
454,0.24998158,751,0.54784274,638
971,0.93068093,670,0.5478521,971
786,0.4705059,894,0.070888646,786
934,0.9651119,751,0.05303342,934
657,0.9934418,657,0.45682454,657
522,0.3292746,70,0.4857408,522
511,0.9526405,409,0.27202156,511
866,0.9934024,612,0.558734,866
24,0.41950935,66,0.119591415,24
858,0.9981906,742,0.27481994,858
499,0.9948127,499,0.11123999,499
519,0.6336222,771,0.6170735,519
763,0.7357492,612,0.9621013,763
866,0.9820166,612,0.5734283,866
481,0.6440381,481,0.90547603,481
874,0.92446077,874,0.63709104,874
477,0.6235321,972,0.3703053,477
316,0.91470844,894,0.100317225,316
610,0.85093564,662,0.91300505,610
912,0.5525017,950,0.4295885,912
498,0.8510638,498,0.31605816,498
347,0.5047666,105,0.12157179,347
826,0.9473128,722,0.2434693,826
739,0.96747524,460,0.0926298,739
840,0.99803084,840,0.9558591,840
819,0.25476816,620,0.37000173,498
806,0.98693556,653,0.8819306,806
327,0.7621502,77,0.14219728,327
707,0.754835,670,0.11366734,704
534,0.9035866,534,0.9538795,534
848,0.866611,587,0.82162017,848
312,0.8568637,42,0.55059975,312
924,0.43590835,125,0.92468476,924
989,0.4589026,114,0.962767,949
386,0.67074513,63,0.5690454,386
916,0.9999291,916,0.99771583,916
769,0.7637676,982,0.70890003,769
688,0.9655456,688,0.59572816,688
980,0.79563355,87,0.2582407,980
885,0.8852449,869,0.11342032,885
573,0.92927593,573,0.33673558,573
806,0.9966744,616,0.7646904,806
664,0.9847148,498,0.8170005,664
780,0.9939958,655,0.8048298,780
960,0.38754237,969,0.115043595,960
476,0.6163073,853,0.09309136,909
600,0.9928201,600,0.9940824,600
133,0.92121726,37,0.14461523,133
896,0.8702247,745,0.42772388,896
905,0.35897005,499,0.081106745,422
980,0.89151585,50,0.31915492,980
328,0.99445444,113,0.4146463,328
697,0.418463,670,0.214682,697
676,0.71386653,423,0.08644274,676
638,0.9971675,499,0.1643998,638
790,0.9555589,919,0.91058266,790
742,0.82786214,869,0.24818026,742
822,0.97074676,885,0.14638703,822
921,0.9125685,762,0.26329812,921
655,0.5751164,758,0.5734217,706
780,0.99276555,830,0.2363427,780
