Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,389,0.17493384,389
577,0.9322362,526,0.8265016,577
327,0.86044884,323,0.3376549,327
138,0.9732808,345,0.23702249,138
91,0.9358178,91,0.7911685,91
982,0.9730243,431,0.085065976,982
10,0.97297543,10,0.6237333,10
472,0.9774131,836,0.16874187,472
304,0.83534724,305,0.38027346,304
968,0.9663726,968,0.93672085,968
451,0.99904424,794,0.70792395,451
327,0.9756659,48,0.07677322,327
580,0.99888784,533,0.19334202,580
975,0.99584585,7,0.08551654,975
625,0.9847936,455,0.57788163,625
18,0.9722945,18,0.6067994,18
664,0.9354684,498,0.6265614,664
968,0.9276822,850,0.35263747,968
426,0.9240106,426,0.76916337,426
653,0.9543461,724,0.0340886,653
465,0.93525666,817,0.34058315,465
810,0.8261997,810,0.5269324,810
108,0.9746312,108,0.7506228,108
673,0.55725205,560,0.3155078,673
254,0.5702473,174,0.15468109,254
854,0.9608202,463,0.17442411,854
973,0.5404487,650,0.37136137,973
704,0.8592668,707,0.21217306,704
108,0.9356923,357,0.05247669,108
964,0.9426027,115,0.3094401,964
354,0.9287883,353,0.5929879,354
606,0.8611868,614,0.1866278,606
760,0.86267716,733,0.2573467,760
983,0.42076153,637,0.7235479,983
484,0.81842774,501,0.27330428,484
734,0.99651587,683,0.07428534,734
561,0.98979247,561,0.10165355,561
484,0.94695675,484,0.2813511,484
561,0.6463696,684,0.423874,561
566,0.97391164,449,0.5328645,566
719,0.95877916,719,0.43871155,719
306,0.68408704,303,0.878988,306
484,0.9472565,874,0.60559094,484
973,0.44569343,63,0.44244814,973
771,0.9684921,631,0.26343194,771
571,0.980414,692,0.70975816,571
324,0.9548405,324,0.9046459,324
816,0.9764054,787,0.8898113,816
962,0.9966761,416,0.13162076,962
539,0.7563011,641,0.46677315,539
114,0.9943632,118,0.7884527,114
878,0.50751364,905,0.24500003,878
822,0.9474565,753,0.3465442,822
367,0.99625313,102,0.37509942,367
763,0.58613485,780,0.9125527,763
753,0.90894765,891,0.5192002,753
760,0.9551128,705,0.26301727,760
744,0.59328043,440,0.35329995,744
894,0.13841715,751,0.16739692,894
50,0.9534035,51,0.7096401,50
23,0.67134935,84,0.16893673,23
826,0.9470836,493,0.36382622,826
462,0.15364887,462,0.07946728,477
459,0.9883111,509,0.9312972,459
471,0.9998865,471,0.5592797,471
98,0.7045383,8,0.71582836,98
815,0.98819643,778,0.18727814,815
583,0.92528534,763,0.08159673,583
581,0.9507373,691,0.2373957,581
799,0.4733762,770,0.6165058,620
876,0.9095277,972,0.32118067,876
610,0.72760195,437,0.7894282,610
422,0.8615604,905,0.20701216,422
514,0.79046094,559,0.7590803,514
615,0.5305377,698,0.15003675,776
702,0.99971825,702,0.67801875,702
923,0.9338562,923,0.10869161,923
469,0.89910793,752,0.85218644,469
95,0.8489005,96,0.8908904,95
979,0.73401284,978,0.23057196,979
142,0.8845876,136,0.7545579,142
228,0.8446691,165,0.98118746,228
566,0.30706584,893,0.050599378,566
556,0.95706886,556,0.504024,556
966,0.84846514,114,0.33234516,966
991,0.5219847,989,0.048979416,991
859,0.80019224,449,0.7277302,859
518,0.9737578,537,0.26396596,518
815,0.9554382,815,0.49149662,815
761,0.5825841,761,0.17072345,761
778,0.9861253,598,0.15854347,778
985,0.89672214,490,0.05785725,985
855,0.7090082,493,0.512545,855
932,0.8824644,930,0.23453574,932
608,0.97892463,608,0.21025577,608
870,0.9619102,870,0.86423206,870
657,0.39802316,408,0.81176716,657
898,0.98040366,616,0.1378474,898
960,0.52403957,869,0.15990648,960
960,0.97418606,960,0.44131365,960
