Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,389,0.4352021,389
577,0.9322362,526,0.8774443,577
327,0.86044884,329,0.34658635,327
138,0.9732808,51,0.20228963,138
91,0.9358178,91,0.82830507,91
982,0.9730243,431,0.13676128,982
10,0.97297543,341,0.15299693,10
472,0.9774131,670,0.1719182,472
304,0.83534724,305,0.571432,304
968,0.9663726,968,0.96886754,968
451,0.99904424,794,0.175549,451
327,0.9756659,48,0.14732412,327
580,0.99888784,407,0.16198254,580
975,0.99584585,914,0.07259826,975
625,0.9847936,455,0.34629476,625
18,0.9722945,18,0.34085685,18
664,0.9354684,498,0.33595464,664
968,0.9276822,850,0.5952119,968
426,0.9240106,426,0.5707707,426
653,0.9543461,497,0.06482294,653
465,0.93525666,817,0.32025558,465
810,0.8261997,810,0.71420723,810
108,0.9746312,108,0.34999406,108
673,0.55725205,524,0.30165005,673
254,0.5702473,174,0.09186934,254
854,0.9608202,463,0.2411899,854
973,0.5404487,650,0.51747644,973
704,0.8592668,662,0.14434758,704
108,0.9356923,152,0.045691203,108
964,0.9426027,62,0.11233335,964
354,0.9287883,353,0.6380446,354
606,0.8611868,614,0.29947588,606
760,0.86267716,733,0.30180863,760
983,0.42076153,637,0.75156534,983
484,0.81842774,653,0.11521989,484
734,0.99651587,734,0.069619805,734
561,0.98979247,561,0.32408887,561
484,0.94695675,484,0.53057367,484
561,0.6463696,421,0.45310998,561
566,0.97391164,449,0.9623167,566
719,0.95877916,719,0.5365145,719
306,0.68408704,303,0.8926088,306
484,0.9472565,874,0.40258682,484
973,0.44569343,826,0.34366393,973
771,0.9684921,631,0.5519349,771
571,0.980414,692,0.77443844,571
324,0.9548405,324,0.93907344,324
816,0.9764054,787,0.63190246,816
962,0.9966761,869,0.24668163,962
539,0.7563011,641,0.28040755,539
114,0.9943632,118,0.9372294,114
878,0.50751364,549,0.08200182,878
822,0.9474565,753,0.3716786,822
367,0.99625313,297,0.33228388,367
763,0.58613485,780,0.97576183,763
753,0.90894765,891,0.3989352,753
760,0.9551128,705,0.4875783,760
744,0.59328043,789,0.10020021,744
894,0.13841715,751,0.14955845,894
50,0.9534035,51,0.6777931,50
23,0.67134935,317,0.048163556,23
826,0.9470836,493,0.20488228,826
462,0.15364887,565,0.13013183,477
459,0.9883111,509,0.87094617,459
471,0.9998865,471,0.31553885,471
98,0.7045383,8,0.33074126,98
815,0.98819643,778,0.49145856,815
583,0.92528534,566,0.1842766,583
581,0.9507373,691,0.10826224,581
799,0.4733762,770,0.62316513,620
876,0.9095277,876,0.1972718,876
610,0.72760195,437,0.9114036,610
422,0.8615604,905,0.14684044,422
514,0.79046094,559,0.7471115,514
615,0.5305377,653,0.11878654,776
702,0.99971825,647,0.17177665,702
923,0.9338562,435,0.24704556,923
469,0.89910793,752,0.7514961,469
95,0.8489005,96,0.8570372,95
979,0.73401284,978,0.15314654,979
142,0.8845876,136,0.76036054,142
228,0.8446691,165,0.9317543,228
566,0.30706584,922,0.14619425,566
556,0.95706886,556,0.66861737,556
966,0.84846514,127,0.21288718,966
991,0.5219847,114,0.25412545,991
859,0.80019224,854,0.54299414,859
518,0.9737578,725,0.38908923,518
815,0.9554382,607,0.2294931,815
761,0.5825841,447,0.18988155,761
778,0.9861253,474,0.14225757,778
985,0.89672214,739,0.07127894,985
855,0.7090082,493,0.35648614,855
932,0.8824644,930,0.03330556,932
608,0.97892463,608,0.10436074,608
870,0.9619102,870,0.95800686,870
657,0.39802316,408,0.50442225,657
898,0.98040366,415,0.1859794,898
960,0.52403957,869,0.090308174,960
960,0.97418606,960,0.40665743,960
423,0.96350235,423,0.59393954,423
860,0.99963725,805,0.06805898,860
641,0.8981874,641,0.8452803,641
650,0.784763,864,0.94209456,650
58,0.9860881,71,0.17120618,58
410,0.51950103,827,0.3586313,410
473,0.802047,473,0.74372905,473
431,0.68359524,612,0.22777633,431
422,0.624827,840,0.20478368,422
141,0.868998,18,0.29407656,141
499,0.88543665,514,0.3323911,499
566,0.9616614,520,0.2472576,566
405,0.8374344,896,0.21273328,405
582,0.9619447,582,0.538097,582
932,0.7689605,932,0.82378554,416
539,0.76398706,407,0.30202404,539
769,0.42403856,666,0.18720989,769
820,0.8162214,547,0.6203297,820
440,0.9963586,876,0.48683545,440
337,0.979532,281,0.15481482,337
51,0.97091776,50,0.8788904,51
304,0.90319026,308,0.7997753,304
34,0.9057095,37,0.15689746,34
709,0.9925524,670,0.18474741,709
476,0.9992866,838,0.4580613,476
442,0.83050394,789,0.24394186,442
309,0.9965065,126,0.72180897,309
991,0.9922788,991,0.4687704,991
512,0.9620843,437,0.62440807,512
645,0.95659465,645,0.15131843,645
342,0.9944332,342,0.76276535,342
583,0.94808286,510,0.57420844,583
699,0.5157304,465,0.06426111,699
920,0.9963175,540,0.6262826,920
975,0.9873095,435,0.98603374,975
311,0.41589573,38,0.090174176,311
882,0.981423,908,0.43417692,882
898,0.9526279,898,0.79719585,898
974,0.7296604,974,0.1605833,974
481,0.96296746,481,0.9864704,481
310,0.96234465,40,0.32159793,310
787,0.46719393,462,0.20181829,620
115,0.96638286,330,0.7267788,115
476,0.8926941,786,0.6099492,476
972,0.9999809,972,0.9840667,972
479,0.95924765,479,0.37481868,479
708,0.928371,893,0.88951164,708
874,0.9765278,664,0.583653,874
545,0.8221401,122,0.4136235,545
437,0.996232,512,0.41443127,437
854,0.99152774,854,0.07283071,854
480,0.8107347,519,0.84074515,480
913,0.8965484,731,0.47716868,913
880,0.9280024,880,0.568832,880
308,0.8058765,305,0.5854225,308
471,0.99967754,432,0.24362661,471
458,0.96400917,458,0.6227792,458
361,0.9864507,283,0.28859383,361
80,0.9528177,80,0.9623612,80
864,0.16971727,776,0.38095117,650
518,0.15198435,864,0.08759036,443
108,0.4428809,108,0.18689924,108
454,0.24998158,521,0.21064052,638
971,0.93068093,670,0.7861595,971
786,0.4705059,479,0.15601413,786
934,0.9651119,925,0.2220889,934
657,0.9934418,657,0.74816436,657
522,0.3292746,125,0.30814275,522
511,0.9526405,537,0.38448185,511
866,0.9934024,612,0.5513438,866
24,0.41950935,869,0.31606802,24
858,0.9981906,858,0.45081952,858
499,0.9948127,499,0.13111073,499
519,0.6336222,771,0.2338224,519
763,0.7357492,612,0.81289095,763
866,0.9820166,612,0.2850377,866
481,0.6440381,481,0.96680063,481
874,0.92446077,874,0.8556787,874
477,0.6235321,833,0.16610232,477
316,0.91470844,312,0.2098234,316
610,0.85093564,662,0.69542795,610
912,0.5525017,950,0.8450778,912
498,0.8510638,498,0.28267848,498
347,0.5047666,105,0.24514136,347
826,0.9473128,501,0.5680191,826
739,0.96747524,884,0.05247593,739
840,0.99803084,840,0.85905266,840
819,0.25476816,670,0.36654356,498
806,0.98693556,653,0.12674977,806
327,0.7621502,328,0.15312324,327
707,0.754835,707,0.10267803,704
534,0.9035866,534,0.91853476,534
848,0.866611,587,0.8752839,848
312,0.8568637,312,0.3670304,312
924,0.43590835,125,0.934813,924
989,0.4589026,114,0.98095614,949
386,0.67074513,63,0.45996857,386
916,0.9999291,916,0.9932954,916
769,0.7637676,982,0.37717628,769
688,0.9655456,688,0.6920952,688
980,0.79563355,151,0.15334733,980
885,0.8852449,885,0.5273238,885
573,0.92927593,573,0.21022752,573
806,0.9966744,769,0.73217154,806
664,0.9847148,498,0.9165995,664
780,0.9939958,780,0.6977125,780
960,0.38754237,969,0.4053783,960
476,0.6163073,476,0.71552813,909
600,0.9928201,600,0.9701525,600
133,0.92121726,133,0.30974206,133
896,0.8702247,745,0.55695474,896
905,0.35897005,455,0.07558977,422
980,0.89151585,51,0.28042075,980
328,0.99445444,113,0.362657,328
697,0.418463,609,0.20331372,697
676,0.71386653,423,0.2839366,676
638,0.9971675,705,0.55410725,638
790,0.9555589,919,0.97562224,790
742,0.82786214,749,0.13509491,742
822,0.97074676,670,0.0751757,822
921,0.9125685,762,0.34233993,921
655,0.5751164,758,0.4936795,706
780,0.99276555,780,0.53448653,780
862,0.98736227,862,0.95611405,862
512,0.5570992,480,0.11488743,512
151,0.9377305,92,0.11467343,151
604,0.9770872,604,0.7029509,604
955,0.9500528,444,0.20891127,955
821,0.97743624,821,0.84455633,821
294,0.76051044,289,0.601291,294
708,0.99240464,481,0.7020404,708
631,0.8222397,771,0.3634849,631
469,0.7273176,437,0.37745062,469
332,0.869751,288,0.1420517,332
100,0.2411706,92,0.8405423,100
643,0.42201596,643,0.94649917,737
515,0.9897826,515,0.6004274,515
653,0.887308,820,0.26619574,653
973,0.95254785,826,0.29495588,973
392,0.8890452,702,0.27456948,392
848,0.8082872,384,0.22611547,848
596,0.89137095,566,0.23884158,596
133,0.84509283,34,0.13713126,133
493,0.99913776,895,0.16645242,493
918,0.6180525,612,0.5770641,918
82,0.87986284,83,0.67390186,82
764,0.9417653,764,0.34969863,764
51,0.9010989,68,0.96390724,51
971,0.554554,971,0.26844063,971
114,0.99043673,68,0.20010565,114
974,0.69807523,34,0.48084757,974
851,0.97901994,851,0.92646134,851
2,0.7653949,612,0.39640656,2
979,0.47241765,976,0.6515282,979
133,0.8185384,132,0.307891,133
336,0.75658166,336,0.2204097,336
144,0.91286373,144,0.7073909,144
922,0.80075437,722,0.24108887,922
563,0.9379828,816,0.12591909,563
322,0.94949317,326,0.5543926,322
880,0.9908441,199,0.08045972,880
304,0.7398245,303,0.5769414,304
356,0.9747941,283,0.41436857,356
437,0.89496344,735,0.33610296,437
100,0.87712693,98,0.41000387,100
920,0.9457089,770,0.12819842,920
284,0.99922633,284,0.9181229,284
542,0.99264765,823,0.15913028,542
318,0.55610096,50,0.11078101,318
755,0.9946861,710,0.15987071,755
405,0.9519586,405,0.7418024,405
538,0.8749966,432,0.19274978,538
425,0.6759974,789,0.32442418,831
309,0.9810992,319,0.7206175,309
932,0.9695952,118,0.32458878,932
490,0.97081494,566,0.09242754,490
407,0.42334643,412,0.5979097,407
598,0.99323505,749,0.62980735,598
920,0.99550855,920,0.9268888,920
800,0.7339027,557,0.32737532,800
945,0.6777795,974,0.23573549,945
98,0.8743315,97,0.12017332,98
960,0.7992185,938,0.17675778,960
542,0.9875723,860,0.7176684,542
901,0.9518008,901,0.7121135,901
866,0.97409105,722,0.4676489,866
34,0.9247388,37,0.40303037,34
147,0.9466667,147,0.6017009,147
662,0.9087713,437,0.112628736,662
996,0.094056755,325,0.058241915,996
33,0.78534025,50,0.13343228,33
719,0.9633349,518,0.31040293,719
108,0.90597713,972,0.23666081,108
680,0.99583364,680,0.69075567,680
815,0.9029864,815,0.40023276,815
527,0.48347598,496,0.38357013,527
2,0.3920654,670,0.53509617,2
874,0.96669847,407,0.09426268,874
339,0.9865534,339,0.55959755,339
719,0.7964927,526,0.9920661,719
840,0.9864797,797,0.08959948,840
976,0.92343104,185,0.10283,976
397,0.93782216,124,0.30968404,397
885,0.7944484,885,0.49373552,885
58,0.8272708,42,0.73846906,58
244,0.93044806,243,0.14779341,244
771,0.92251766,637,0.218982,771
821,0.68368775,788,0.23849213,821
480,0.9674491,657,0.118042514,480
821,0.93692183,821,0.79678035,821
321,0.81106,320,0.69808674,321
631,0.7529836,5,0.43828315,631
114,0.9963626,38,0.28012967,114
874,0.6343215,498,0.11395821,874
430,0.99777067,430,0.8177286,430
971,0.8721231,980,0.30674294,971
968,0.1977728,647,0.113208786,968
977,0.9225061,977,0.6041118,977
604,0.95429945,350,0.75488764,604
571,0.9851167,692,0.6223774,571
854,0.892015,916,0.70678824,854
