Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,388,0.18526153,389
577,0.9322362,526,0.87430286,577
327,0.86044884,323,0.66917443,327
138,0.9732808,361,0.21977358,138
91,0.9358178,91,0.58708304,91
982,0.9730243,769,0.14019753,982
10,0.97297543,10,0.74726695,10
472,0.9774131,457,0.114524595,472
304,0.83534724,303,0.35480893,304
968,0.9663726,968,0.51480556,968
451,0.99904424,473,0.15648288,451
327,0.9756659,990,0.25161958,327
580,0.99888784,527,0.6443295,580
975,0.99584585,34,0.26273048,975
625,0.9847936,455,0.6619488,625
18,0.9722945,18,0.85279393,18
664,0.9354684,498,0.38982075,664
968,0.9276822,969,0.26943532,968
426,0.9240106,426,0.6387832,426
653,0.9543461,558,0.5471042,653
465,0.93525666,817,0.08823778,465
810,0.8261997,926,0.5606873,810
108,0.9746312,108,0.6112388,108
673,0.55725205,560,0.26947033,673
254,0.5702473,152,0.12481455,254
854,0.9608202,854,0.29171848,854
973,0.5404487,650,0.2692933,973
704,0.8592668,424,0.12474992,704
108,0.9356923,3,0.18623269,108
964,0.9426027,942,0.8961469,964
354,0.9287883,353,0.8204169,354
606,0.8611868,710,0.26558927,606
760,0.86267716,760,0.088647425,760
983,0.42076153,637,0.62758535,983
484,0.81842774,501,0.28275484,484
734,0.99651587,558,0.077860616,734
561,0.98979247,616,0.109070174,561
484,0.94695675,484,0.36645126,484
561,0.6463696,876,0.31656626,561
566,0.97391164,695,0.07350467,566
719,0.95877916,719,0.4078576,719
306,0.68408704,303,0.98345727,306
484,0.9472565,874,0.7776299,484
973,0.44569343,51,0.6203753,973
771,0.9684921,775,0.41286156,771
571,0.980414,692,0.7047367,571
324,0.9548405,324,0.77014333,324
816,0.9764054,787,0.14250152,816
962,0.9966761,416,0.049232267,962
539,0.7563011,641,0.26336494,539
114,0.9943632,114,0.28552893,114
878,0.50751364,413,0.09951989,878
822,0.9474565,822,0.36892503,822
367,0.99625313,102,0.22688188,367
763,0.58613485,780,0.2646019,763
753,0.90894765,616,0.41408604,753
760,0.9551128,705,0.28872383,760
744,0.59328043,440,0.7841242,744
894,0.13841715,841,0.10406861,894
50,0.9534035,51,0.28924462,50
23,0.67134935,22,0.5224614,23
826,0.9470836,709,0.4583592,826
462,0.15364887,690,0.32625797,477
459,0.9883111,509,0.69404054,459
471,0.9998865,471,0.6711769,471
98,0.7045383,8,0.6216965,98
815,0.98819643,815,0.82468057,815
583,0.92528534,763,0.05582475,583
581,0.9507373,429,0.7262325,581
799,0.4733762,799,0.5047993,620
876,0.9095277,972,0.37966904,876
610,0.72760195,657,0.8055962,610
422,0.8615604,814,0.17406337,422
514,0.79046094,559,0.49309894,514
615,0.5305377,615,0.81394506,776
702,0.99971825,702,0.94250625,702
923,0.9338562,923,0.20957416,923
469,0.89910793,752,0.80048615,469
95,0.8489005,96,0.92314076,95
979,0.73401284,978,0.9247373,979
142,0.8845876,136,0.7666614,142
228,0.8446691,165,0.9962031,228
566,0.30706584,920,0.11327437,566
556,0.95706886,556,0.37748766,556
966,0.84846514,924,0.43304405,966
991,0.5219847,114,0.3700426,991
859,0.80019224,449,0.9758974,859
518,0.9737578,558,0.32672653,518
815,0.9554382,815,0.65868783,815
761,0.5825841,800,0.37550622,761
778,0.9861253,606,0.07650754,778
985,0.89672214,913,0.102708325,985
855,0.7090082,743,0.3780647,855
932,0.8824644,930,0.6975628,932
608,0.97892463,608,0.21507235,608
870,0.9619102,870,0.32840297,870
657,0.39802316,408,0.95360416,657
898,0.98040366,831,0.1134344,898
960,0.52403957,583,0.03520887,960
960,0.97418606,960,0.7059437,960
423,0.96350235,544,0.7577069,423
860,0.99963725,633,0.05028607,860
641,0.8981874,641,0.59285486,641
650,0.784763,978,0.41345605,650
58,0.9860881,71,0.09515107,58
410,0.51950103,627,0.4519751,410
473,0.802047,694,0.80670017,473
431,0.68359524,616,0.4522793,431
422,0.624827,840,0.6418725,422
