Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,389,0.6885915,389
577,0.9322362,526,0.62866586,577
327,0.86044884,329,0.29204366,327
138,0.9732808,51,0.23509873,138
91,0.9358178,91,0.89299554,91
982,0.9730243,431,0.106956854,982
10,0.97297543,341,0.13668829,10
472,0.9774131,670,0.32037815,472
304,0.83534724,305,0.44472465,304
968,0.9663726,968,0.96469194,968
451,0.99904424,451,0.07678363,451
327,0.9756659,48,0.09223832,327
580,0.99888784,533,0.18097019,580
975,0.99584585,670,0.08882482,975
625,0.9847936,455,0.245747,625
18,0.9722945,15,0.2464765,18
664,0.9354684,498,0.1516399,664
968,0.9276822,850,0.643269,968
426,0.9240106,916,0.5910658,426
653,0.9543461,460,0.07819647,653
465,0.93525666,817,0.13893549,465
810,0.8261997,810,0.39394063,810
108,0.9746312,34,0.12298922,108
673,0.55725205,560,0.13943766,673
254,0.5702473,189,0.12384869,254
854,0.9608202,841,0.14006506,854
973,0.5404487,650,0.19941315,973
704,0.8592668,662,0.33160847,704
108,0.9356923,611,0.06716179,108
964,0.9426027,62,0.07223808,964
354,0.9287883,353,0.5467698,354
606,0.8611868,614,0.2677798,606
760,0.86267716,733,0.3915712,760
983,0.42076153,637,0.7037725,983
484,0.81842774,587,0.08589978,484
734,0.99651587,734,0.086309254,734
561,0.98979247,561,0.44623494,561
484,0.94695675,484,0.7488757,484
561,0.6463696,612,0.90366066,561
566,0.97391164,449,0.9702086,566
719,0.95877916,719,0.6758011,719
306,0.68408704,303,0.81355506,306
484,0.9472565,484,0.32051536,484
973,0.44569343,826,0.1633872,973
771,0.9684921,631,0.6231952,771
571,0.980414,692,0.6577945,571
324,0.9548405,324,0.90743417,324
816,0.9764054,787,0.14319783,816
962,0.9966761,962,0.34196168,962
539,0.7563011,641,0.22835565,539
114,0.9943632,118,0.8187498,114
878,0.50751364,557,0.08359831,878
822,0.9474565,753,0.32317623,822
367,0.99625313,150,0.17857319,367
763,0.58613485,780,0.96304256,763
753,0.90894765,616,0.32271925,753
760,0.9551128,705,0.58083534,760
744,0.59328043,789,0.1259206,744
894,0.13841715,751,0.17021199,894
50,0.9534035,51,0.5888096,50
23,0.67134935,390,0.093177766,23
826,0.9470836,751,0.15379408,826
462,0.15364887,656,0.057289135,477
459,0.9883111,509,0.63082284,459
471,0.9998865,471,0.2059446,471
98,0.7045383,8,0.15578209,98
815,0.98819643,778,0.6264495,815
583,0.92528534,566,0.7643895,583
581,0.9507373,97,0.12913898,581
799,0.4733762,612,0.4380885,620
876,0.9095277,876,0.1819324,876
610,0.72760195,437,0.8051331,610
422,0.8615604,905,0.11806783,422
514,0.79046094,559,0.7308422,514
615,0.5305377,653,0.16795446,776
702,0.99971825,647,0.07768604,702
923,0.9338562,435,0.20827825,923
469,0.89910793,752,0.50631684,469
95,0.8489005,96,0.27213213,95
979,0.73401284,435,0.061738335,979
142,0.8845876,136,0.47537857,142
228,0.8446691,165,0.34353417,228
566,0.30706584,550,0.20399234,566
556,0.95706886,556,0.7161983,556
966,0.84846514,114,0.163284,966
991,0.5219847,114,0.31495318,991
859,0.80019224,854,0.6790946,859
518,0.9737578,725,0.36296797,518
815,0.9554382,607,0.2113088,815
761,0.5825841,550,0.2252276,761
778,0.9861253,778,0.2156151,778
985,0.89672214,913,0.043303408,985
855,0.7090082,493,0.31567815,855
932,0.8824644,701,0.030492231,932
608,0.97892463,441,0.193032,608
870,0.9619102,870,0.9811033,870
657,0.39802316,408,0.32456052,657
898,0.98040366,415,0.19020925,898
960,0.52403957,612,0.06753348,960
960,0.97418606,960,0.2995443,960
423,0.96350235,423,0.3747091,423
860,0.99963725,805,0.059194695,860
641,0.8981874,641,0.86967593,641
650,0.784763,864,0.8147542,650
58,0.9860881,71,0.1883003,58
410,0.51950103,827,0.40588406,410
473,0.802047,473,0.8232448,473
431,0.68359524,612,0.48853236,431
422,0.624827,840,0.27939248,422
141,0.868998,18,0.28391078,141
499,0.88543665,647,0.2114084,499
566,0.9616614,459,0.26942056,566
405,0.8374344,787,0.18672659,405
582,0.9619447,582,0.5038449,582
932,0.7689605,932,0.70602477,416
539,0.76398706,498,0.26625162,539
769,0.42403856,612,0.07309519,769
820,0.8162214,547,0.5277454,820
440,0.9963586,765,0.41169336,440
337,0.979532,281,0.30911997,337
51,0.97091776,50,0.62239677,51
304,0.90319026,308,0.6781459,304
34,0.9057095,37,0.10268228,34
709,0.9925524,670,0.206941,709
476,0.9992866,476,0.49801025,476
442,0.83050394,789,0.30785894,442
309,0.9965065,126,0.97461957,309
991,0.9922788,939,0.37206838,991
512,0.9620843,437,0.5291683,512
645,0.95659465,778,0.066781364,645
342,0.9944332,342,0.9198959,342
583,0.94808286,510,0.6032374,583
699,0.5157304,789,0.10826318,699
920,0.9963175,540,0.7842153,920
975,0.9873095,435,0.9691393,975
311,0.41589573,38,0.080143034,311
882,0.981423,908,0.2709307,882
898,0.9526279,898,0.8451943,898
974,0.7296604,329,0.12710778,974
481,0.96296746,481,0.9828547,481
310,0.96234465,40,0.45954934,310
787,0.46719393,462,0.25163332,620
115,0.96638286,330,0.85737056,115
476,0.8926941,786,0.42766422,476
972,0.9999809,972,0.99656516,972
479,0.95924765,479,0.36161765,479
708,0.928371,893,0.8960543,708
874,0.9765278,664,0.45911145,874
545,0.8221401,122,0.48359355,545
437,0.996232,512,0.27884564,437
854,0.99152774,499,0.079440504,854
480,0.8107347,519,0.8696947,480
913,0.8965484,731,0.4929703,913
880,0.9280024,880,0.22329405,880
308,0.8058765,110,0.42558032,308
471,0.99967754,432,0.17730895,471
458,0.96400917,458,0.19261827,458
361,0.9864507,24,0.040332418,361
80,0.9528177,80,0.9810884,80
864,0.16971727,776,0.37078005,650
518,0.15198435,888,0.3319258,443
108,0.4428809,108,0.3522936,108
454,0.24998158,751,0.30354744,638
971,0.93068093,670,0.83785355,971
786,0.4705059,894,0.14002857,786
934,0.9651119,925,0.13438551,934
657,0.9934418,657,0.5984739,657
522,0.3292746,70,0.5051263,522
511,0.9526405,537,0.26689148,511
866,0.9934024,612,0.5758781,866
24,0.41950935,869,0.23161237,24
858,0.9981906,858,0.2750767,858
499,0.9948127,499,0.12386138,499
519,0.6336222,771,0.42401275,519
763,0.7357492,612,0.9454533,763
866,0.9820166,612,0.48403352,866
481,0.6440381,481,0.95495445,481
874,0.92446077,874,0.8082683,874
477,0.6235321,972,0.24234872,477
316,0.91470844,312,0.106813505,316
610,0.85093564,662,0.8491952,610
912,0.5525017,950,0.7351261,912
498,0.8510638,498,0.3346259,498
347,0.5047666,281,0.2811074,347
826,0.9473128,501,0.22012834,826
739,0.96747524,460,0.10286922,739
840,0.99803084,840,0.9416923,840
819,0.25476816,620,0.19778854,498
806,0.98693556,653,0.5606378,806
327,0.7621502,77,0.100173384,327
707,0.754835,670,0.112463035,704
534,0.9035866,534,0.93902004,534
848,0.866611,587,0.8870175,848
312,0.8568637,314,0.2589578,312
924,0.43590835,125,0.9426134,924
989,0.4589026,114,0.97562444,949
386,0.67074513,63,0.5797116,386
916,0.9999291,916,0.99672383,916
769,0.7637676,982,0.6526248,769
688,0.9655456,688,0.6487422,688
980,0.79563355,83,0.16268717,980
885,0.8852449,885,0.46582872,885
573,0.92927593,573,0.30138925,573
806,0.9966744,616,0.55034447,806
664,0.9847148,498,0.8636056,664
780,0.9939958,780,0.44761315,780
960,0.38754237,969,0.22962464,960
476,0.6163073,634,0.28081137,909
600,0.9928201,600,0.9880315,600
133,0.92121726,133,0.16476232,133
896,0.8702247,745,0.49750164,896
905,0.35897005,455,0.0880808,422
980,0.89151585,125,0.20392121,980
328,0.99445444,113,0.47486043,328
697,0.418463,670,0.33545852,697
676,0.71386653,423,0.0998936,676
638,0.9971675,499,0.09674291,638
790,0.9555589,919,0.9652245,790
742,0.82786214,869,0.10825316,742
822,0.97074676,885,0.2260283,822
921,0.9125685,762,0.26405635,921
655,0.5751164,758,0.67355937,706
780,0.99276555,780,0.37377802,780
862,0.98736227,862,0.9749111,862
512,0.5570992,480,0.074800625,512
151,0.9377305,16,0.08608897,151
604,0.9770872,604,0.69410866,604
955,0.9500528,444,0.13436417,955
821,0.97743624,821,0.6999113,821
294,0.76051044,289,0.5846262,294
708,0.99240464,481,0.7403146,708
631,0.8222397,771,0.28701437,631
469,0.7273176,657,0.34436607,469
332,0.869751,290,0.08052864,332
100,0.2411706,92,0.4335065,100
643,0.42201596,643,0.9527342,737
515,0.9897826,515,0.51292104,515
653,0.887308,820,0.27798262,653
973,0.95254785,550,0.16608588,973
392,0.8890452,751,0.18713212,392
848,0.8082872,384,0.21358068,848
596,0.89137095,566,0.122356676,596
133,0.84509283,34,0.3654218,133
493,0.99913776,742,0.24340017,493
918,0.6180525,612,0.5218204,918
82,0.87986284,83,0.7318443,82
764,0.9417653,765,0.24078383,764
51,0.9010989,68,0.9582782,51
971,0.554554,971,0.19184221,971
114,0.99043673,68,0.1660331,114
974,0.69807523,34,0.47358707,974
851,0.97901994,851,0.8957864,851
2,0.7653949,612,0.45203915,2
979,0.47241765,976,0.3798596,979
133,0.8185384,133,0.24467945,133
336,0.75658166,336,0.27136862,336
144,0.91286373,144,0.7132297,144
922,0.80075437,722,0.27607024,922
563,0.9379828,816,0.48601353,563
322,0.94949317,326,0.48597473,322
880,0.9908441,199,0.13243453,880
304,0.7398245,303,0.45950952,304
356,0.9747941,283,0.5217703,356
437,0.89496344,735,0.3963248,437
100,0.87712693,98,0.22403519,100
920,0.9457089,540,0.12532176,920
284,0.99922633,284,0.9630811,284
542,0.99264765,876,0.09856491,542
318,0.55610096,50,0.26052746,318
755,0.9946861,493,0.24162233,755
405,0.9519586,405,0.687195,405
538,0.8749966,918,0.11187163,538
425,0.6759974,789,0.5323946,831
309,0.9810992,319,0.7210888,309
932,0.9695952,118,0.33235097,932
490,0.97081494,792,0.10834474,490
407,0.42334643,412,0.65880793,407
598,0.99323505,749,0.7021775,598
920,0.99550855,920,0.98221225,920
800,0.7339027,557,0.47160167,800
945,0.6777795,110,0.2555668,945
98,0.8743315,97,0.09452792,98
960,0.7992185,974,0.23816536,960
542,0.9875723,860,0.59880227,542
901,0.9518008,901,0.81114566,901
866,0.97409105,722,0.3922227,866
34,0.9247388,37,0.32241586,34
147,0.9466667,147,0.7192605,147
662,0.9087713,662,0.3609459,662
996,0.094056755,77,0.050194506,996
33,0.78534025,50,0.14883973,33
719,0.9633349,518,0.3043575,719
108,0.90597713,670,0.0978957,108
680,0.99583364,680,0.6641256,680
815,0.9029864,815,0.35861114,815
527,0.48347598,407,0.38608834,527
2,0.3920654,670,0.33728385,2
874,0.96669847,664,0.17443798,874
339,0.9865534,339,0.7798226,339
719,0.7964927,526,0.9894022,719
840,0.9864797,797,0.094552904,840
976,0.92343104,331,0.40714473,976
397,0.93782216,124,0.45239833,397
885,0.7944484,885,0.514934,885
58,0.8272708,42,0.6864119,58
244,0.93044806,243,0.16569911,244
771,0.92251766,637,0.2980954,771
821,0.68368775,612,0.1724142,821
480,0.9674491,607,0.19334605,480
821,0.93692183,821,0.84783435,821
321,0.81106,320,0.64423877,321
631,0.7529836,5,0.32508177,631
114,0.9963626,38,0.54980665,114
874,0.6343215,498,0.09268804,874
430,0.99777067,430,0.8181398,430
971,0.8721231,981,0.27419066,971
968,0.1977728,810,0.15076527,968
977,0.9225061,977,0.6228708,977
604,0.95429945,350,0.6876319,604
571,0.9851167,692,0.5271785,571
854,0.892015,916,0.5608581,854
230,0.64717597,171,0.5901547,230
946,0.9709528,930,0.05613671,946
320,0.98597115,320,0.62046844,320
536,0.59781146,574,0.60122293,536
657,0.54479086,743,0.12623963,657
145,0.7280811,95,0.1840805,145
920,0.9645281,497,0.29194915,920
918,0.7005159,612,0.07879936,918
693,0.23667887,850,0.568026,884
74,0.8831164,75,0.20242266,74
386,0.92052114,387,0.5976919,386
928,0.95613134,654,0.21887577,928
473,0.9504011,694,0.81004006,473
747,0.9082947,796,0.56659764,747
422,0.2973394,885,0.5112122,422
911,0.61388737,328,0.11329018,911
880,0.9973333,397,0.14894064,880
968,0.98768324,924,0.14569333,968
558,0.9766484,609,0.27030057,558
555,0.86987215,518,0.596154,555
254,0.92517173,210,0.35900345,254
441,0.9567008,701,0.20895962,441
988,0.7137069,751,0.16515402,988
548,0.9447831,415,0.46278456,548
923,0.8425354,783,0.29943943,923
138,0.92591566,100,0.2938384,138
534,0.35034227,825,0.42527556,534
699,0.90501004,881,0.8122,699
663,0.71778536,786,0.124693416,488
