Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,259,0.50447637,389
577,0.9322362,744,0.26604286,577
327,0.86044884,329,0.1604592,327
138,0.9732808,609,0.38057873,138
91,0.9358178,91,0.81846595,91
982,0.9730243,982,0.13018772,982
10,0.97297543,343,0.13846959,10
472,0.9774131,112,0.034162268,472
304,0.83534724,312,0.29768187,304
968,0.9663726,968,0.9747729,968
451,0.99904424,732,0.20725,451
327,0.9756659,612,0.12082005,327
580,0.99888784,527,0.20597428,580
975,0.99584585,435,0.12866665,975
625,0.9847936,407,0.4715408,625
18,0.9722945,309,0.099695325,18
664,0.9354684,484,0.75018656,664
968,0.9276822,850,0.6910907,968
426,0.9240106,916,0.081811935,426
653,0.9543461,468,0.2596419,653
465,0.93525666,824,0.07796488,465
810,0.8261997,507,0.2028785,810
108,0.9746312,7,0.06696861,108
673,0.55725205,670,0.47892857,673
254,0.5702473,189,0.09423894,254
854,0.9608202,356,0.06441133,854
973,0.5404487,670,0.066637464,973
704,0.8592668,662,0.52127117,704
108,0.9356923,611,0.0812194,108
964,0.9426027,862,0.085912526,964
354,0.9287883,355,0.12943456,354
606,0.8611868,749,0.13439524,606
760,0.86267716,733,0.3332563,760
983,0.42076153,637,0.44390938,983
484,0.81842774,587,0.10365194,484
734,0.99651587,609,0.11796992,734
561,0.98979247,561,0.34495544,561
484,0.94695675,484,0.61336166,484
561,0.6463696,612,0.6473468,561
566,0.97391164,449,0.62354624,566
719,0.95877916,490,0.46624443,719
306,0.68408704,303,0.16816042,306
484,0.9472565,484,0.55351263,484
973,0.44569343,281,0.09476605,973
771,0.9684921,631,0.14105016,771
571,0.980414,692,0.6767041,571
324,0.9548405,324,0.38672495,324
816,0.9764054,742,0.14190547,816
962,0.9966761,962,0.7638574,962
539,0.7563011,794,0.39578182,539
114,0.9943632,114,0.1733206,114
878,0.50751364,481,0.0966905,878
822,0.9474565,457,0.27089977,822
367,0.99625313,269,0.20142625,367
763,0.58613485,612,0.2550253,763
753,0.90894765,616,0.7284778,753
760,0.9551128,571,0.2604745,760
744,0.59328043,789,0.089972936,744
894,0.13841715,751,0.22971562,894
50,0.9534035,51,0.45153493,50
23,0.67134935,396,0.21607502,23
826,0.9470836,751,0.24499491,826
462,0.15364887,421,0.19412802,477
459,0.9883111,540,0.13091148,459
471,0.9998865,478,0.2219713,471
98,0.7045383,84,0.20307703,98
815,0.98819643,778,0.7030604,815
583,0.92528534,566,0.98058724,583
581,0.9507373,97,0.13705762,581
799,0.4733762,742,0.5230065,620
876,0.9095277,876,0.17988461,876
610,0.72760195,437,0.43929705,610
422,0.8615604,449,0.06489934,422
514,0.79046094,559,0.5826836,514
615,0.5305377,776,0.14719206,776
702,0.99971825,705,0.10350149,702
923,0.9338562,412,0.33587813,923
469,0.89910793,612,0.8015401,469
95,0.8489005,371,0.06960126,95
979,0.73401284,751,0.4625536,979
142,0.8845876,320,0.30627608,142
228,0.8446691,6,0.039622005,228
566,0.30706584,778,0.45256186,566
556,0.95706886,556,0.6421166,556
966,0.84846514,70,0.30888662,966
991,0.5219847,851,0.18317392,991
859,0.80019224,854,0.65212786,859
518,0.9737578,647,0.06568527,518
815,0.9554382,564,0.15702815,815
761,0.5825841,550,0.21597406,761
778,0.9861253,474,0.39860338,778
985,0.89672214,612,0.07251604,985
855,0.7090082,599,0.7353139,855
932,0.8824644,516,0.10774784,932
608,0.97892463,738,0.18632364,608
870,0.9619102,870,0.20974223,870
657,0.39802316,655,0.20372613,657
898,0.98040366,415,0.053485114,898
960,0.52403957,869,0.18435019,960
960,0.97418606,568,0.16841313,960
423,0.96350235,788,0.113944106,423
860,0.99963725,749,0.38717455,860
