Original Output,Original Confidence,Perturbed Output,Perturbed Confidence,Label
389,0.9154504,389,0.22069497,389
577,0.9322362,526,0.45163062,577
327,0.86044884,323,0.59616846,327
138,0.9732808,137,0.22107057,138
91,0.9358178,91,0.6678532,91
982,0.9730243,431,0.10809578,982
10,0.97297543,10,0.7524496,10
472,0.9774131,472,0.16906944,472
304,0.83534724,305,0.30879438,304
968,0.9663726,968,0.5723018,968
451,0.99904424,473,0.20913875,451
327,0.9756659,327,0.12193676,327
580,0.99888784,527,0.65199935,580
975,0.99584585,34,0.28671327,975
625,0.9847936,625,0.46521407,625
18,0.9722945,18,0.862522,18
664,0.9354684,498,0.3146318,664
968,0.9276822,968,0.3767286,968
426,0.9240106,426,0.70891196,426
653,0.9543461,558,0.8153341,653
465,0.93525666,422,0.09292572,465
810,0.8261997,926,0.7918051,810
108,0.9746312,108,0.6167757,108
673,0.55725205,560,0.32617036,673
254,0.5702473,174,0.11209428,254
854,0.9608202,854,0.45916578,854
973,0.5404487,501,0.23294532,973
704,0.8592668,707,0.15150613,704
108,0.9356923,34,0.19647473,108
964,0.9426027,942,0.83223283,964
354,0.9287883,353,0.62147313,354
606,0.8611868,762,0.4150802,606
760,0.86267716,760,0.1990254,760
983,0.42076153,637,0.5119716,983
484,0.81842774,501,0.13775828,484
734,0.99651587,734,0.40458754,734
561,0.98979247,561,0.16055271,561
484,0.94695675,484,0.5953192,484
561,0.6463696,542,0.37924403,561
566,0.97391164,695,0.074058816,566
719,0.95877916,719,0.5495046,719
306,0.68408704,303,0.9758027,306
484,0.9472565,874,0.55608064,484
973,0.44569343,51,0.18901525,973
771,0.9684921,775,0.17690353,771
571,0.980414,571,0.5608031,571
324,0.9548405,324,0.8673514,324
816,0.9764054,675,0.058240213,816
962,0.9966761,962,0.10155898,962
539,0.7563011,641,0.16872263,539
114,0.9943632,114,0.8363475,114
878,0.50751364,413,0.2613749,878
822,0.9474565,822,0.6090002,822
367,0.99625313,367,0.3043409,367
763,0.58613485,830,0.22511403,763
753,0.90894765,616,0.3067156,753
760,0.9551128,705,0.27630517,760
744,0.59328043,440,0.6695347,744
894,0.13841715,841,0.119238324,894
50,0.9534035,50,0.538847,50
23,0.67134935,22,0.44392267,23
826,0.9470836,709,0.19221179,826
462,0.15364887,462,0.18739982,477
459,0.9883111,509,0.67389786,459
471,0.9998865,471,0.86613387,471
98,0.7045383,8,0.45409217,98
815,0.98819643,815,0.9329874,815
583,0.92528534,583,0.11036377,583
581,0.9507373,429,0.7392492,581
799,0.4733762,799,0.8173408,620
876,0.9095277,972,0.29792345,876
610,0.72760195,657,0.6171742,610
422,0.8615604,860,0.33847153,422
514,0.79046094,559,0.32782742,514
615,0.5305377,615,0.888561,776
702,0.99971825,702,0.9593762,702
923,0.9338562,923,0.36323372,923
469,0.89910793,752,0.7079179,469
95,0.8489005,96,0.88701004,95
979,0.73401284,978,0.8608457,979
142,0.8845876,136,0.40572044,142
228,0.8446691,165,0.9945918,228
566,0.30706584,920,0.099222355,566
556,0.95706886,556,0.6013974,556
966,0.84846514,924,0.46787846,966
991,0.5219847,114,0.5012696,991
859,0.80019224,449,0.89378494,859
518,0.9737578,558,0.33757958,518
815,0.9554382,815,0.7308738,815
761,0.5825841,800,0.37160927,761
778,0.9861253,474,0.06325486,778
985,0.89672214,913,0.12658447,985
855,0.7090082,743,0.20531298,855
932,0.8824644,930,0.7633083,932
608,0.97892463,608,0.35065347,608
870,0.9619102,870,0.57919455,870
657,0.39802316,408,0.8889197,657
898,0.98040366,535,0.03657123,898
960,0.52403957,924,0.1366714,960
960,0.97418606,960,0.70822346,960
423,0.96350235,544,0.74056256,423
860,0.99963725,860,0.25062865,860
641,0.8981874,641,0.6907454,641
650,0.784763,978,0.1949547,650
58,0.9860881,58,0.5451597,58
410,0.51950103,827,0.4170666,410
473,0.802047,694,0.7272357,473
431,0.68359524,616,0.36736572,431
422,0.624827,840,0.32650757,422
141,0.868998,140,0.5892934,141
499,0.88543665,433,0.20813516,499
566,0.9616614,566,0.40717933,566
405,0.8374344,909,0.5180707,405
582,0.9619447,582,0.67952776,582
932,0.7689605,932,0.99769396,416
539,0.76398706,407,0.62350285,539
769,0.42403856,445,0.1566781,769
820,0.8162214,547,0.5840846,820
440,0.9963586,876,0.7834885,440
337,0.979532,270,0.19273089,337
51,0.97091776,50,0.9059181,51
304,0.90319026,303,0.20788096,304
34,0.9057095,37,0.7141587,34
709,0.9925524,808,0.09415251,709
476,0.9992866,837,0.62352294,476
442,0.83050394,712,0.07882913,442
309,0.9965065,309,0.89312273,309
991,0.9922788,991,0.8774619,991
512,0.9620843,437,0.6551916,512
645,0.95659465,645,0.5640691,645
342,0.9944332,342,0.41688052,342
583,0.94808286,583,0.2616985,583
699,0.5157304,653,0.8704628,699
920,0.9963175,920,0.12293011,920
975,0.9873095,976,0.06396112,975
311,0.41589573,306,0.84675854,311
882,0.981423,908,0.110396236,882
898,0.9526279,898,0.6260299,898
974,0.7296604,126,0.092739865,974
481,0.96296746,481,0.7229977,481
310,0.96234465,310,0.46342066,310
787,0.46719393,787,0.97265077,620
115,0.96638286,115,0.3788783,115
476,0.8926941,898,0.62552214,476
972,0.9999809,972,0.9738545,972
479,0.95924765,812,0.050173227,479
708,0.928371,529,0.9675822,708
874,0.9765278,874,0.66534895,874
545,0.8221401,120,0.24572974,545
437,0.996232,512,0.3675031,437
854,0.99152774,854,0.11181384,854
480,0.8107347,519,0.34925023,480
913,0.8965484,731,0.18544984,913
880,0.9280024,418,0.51527506,880
308,0.8058765,305,0.62365854,308
471,0.99967754,126,0.47973698,471
458,0.96400917,458,0.49163052,458
361,0.9864507,357,0.58533716,361
80,0.9528177,80,0.86440116,80
864,0.16971727,900,0.46505818,650
518,0.15198435,518,0.297462,443
108,0.4428809,750,0.94174916,108
454,0.24998158,454,0.7323237,638
971,0.93068093,971,0.314133,971
786,0.4705059,447,0.6408742,786
934,0.9651119,442,0.22325923,934
657,0.9934418,657,0.80075425,657
522,0.3292746,933,0.7827289,522
511,0.9526405,537,0.6225084,511
866,0.9934024,866,0.43451387,866
24,0.41950935,429,0.14859042,24
858,0.9981906,858,0.9029935,858
499,0.9948127,499,0.60539424,499
519,0.6336222,747,0.5747494,519
763,0.7357492,424,0.3746295,763
866,0.9820166,653,0.108894676,866
481,0.6440381,767,0.25310597,481
874,0.92446077,874,0.75025904,874
477,0.6235321,725,0.22653548,477
316,0.91470844,316,0.27307427,316
610,0.85093564,662,0.20824209,610
912,0.5525017,937,0.55254257,912
498,0.8510638,664,0.49836782,498
347,0.5047666,731,0.99803716,347
826,0.9473128,501,0.949901,826
739,0.96747524,739,0.16358465,739
840,0.99803084,840,0.8251769,840
819,0.25476816,819,0.7628464,498
806,0.98693556,769,0.13533202,806
327,0.7621502,80,0.055169042,327
707,0.754835,707,0.9818392,704
534,0.9035866,534,0.75286615,534
848,0.866611,587,0.28668725,848
312,0.8568637,313,0.3683986,312
924,0.43590835,125,0.89178663,924
989,0.4589026,989,0.99158806,949
386,0.67074513,102,0.6769727,386
916,0.9999291,916,0.9949207,916
769,0.7637676,561,0.084599175,769
688,0.9655456,688,0.79139334,688
980,0.79563355,975,0.93550354,980
885,0.8852449,885,0.13335216,885
573,0.92927593,573,0.4731047,573
806,0.9966744,769,0.48666823,806
664,0.9847148,498,0.8462385,664
780,0.9939958,780,0.9185612,780
960,0.38754237,829,0.8882826,960
476,0.6163073,476,0.9728774,909
600,0.9928201,600,0.7186453,600
133,0.92121726,145,0.9356428,133
896,0.8702247,745,0.60161525,896
905,0.35897005,905,0.6800503,422
980,0.89151585,976,0.33357224,980
328,0.99445444,328,0.32765737,328
697,0.418463,421,0.6322127,697
676,0.71386653,570,0.7732929,676
638,0.9971675,705,0.59774816,638
790,0.9555589,793,0.18804072,790
742,0.82786214,742,0.10449064,742
822,0.97074676,822,0.5898779,822
921,0.9125685,921,0.26118228,921
655,0.5751164,655,0.9750388,706
780,0.99276555,780,0.21669452,780
862,0.98736227,862,0.25312862,862
512,0.5570992,818,0.37336633,512
151,0.9377305,151,0.17290752,151
604,0.9770872,604,0.6620976,604
955,0.9500528,444,0.3228601,955
821,0.97743624,821,0.81646,821
294,0.76051044,294,0.38984352,294
708,0.99240464,481,0.45382428,708
631,0.8222397,771,0.86882526,631
469,0.7273176,610,0.27266982,469
332,0.869751,331,0.21972798,332
100,0.2411706,92,0.92385644,100
643,0.42201596,643,0.9260698,737
515,0.9897826,631,0.25192863,515
653,0.887308,820,0.793302,653
973,0.95254785,826,0.38493004,973
392,0.8890452,2,0.2882386,392
848,0.8082872,610,0.31858307,848
596,0.89137095,596,0.12183415,596
133,0.84509283,141,0.2221183,133
493,0.99913776,493,0.5994067,493
918,0.6180525,612,0.39416647,918
82,0.87986284,82,0.35936123,82
764,0.9417653,764,0.24969059,764
51,0.9010989,50,0.20180131,51
971,0.554554,980,0.85581744,971
114,0.99043673,114,0.8776952,114
974,0.69807523,974,0.037071276,974
851,0.97901994,851,0.21494785,851
2,0.7653949,974,0.5349021,2
979,0.47241765,976,0.9424494,979
133,0.8185384,133,0.34821433,133
336,0.75658166,336,0.16608919,336
144,0.91286373,144,0.6691213,144
922,0.80075437,839,0.43143234,922
563,0.9379828,563,0.20845714,563
322,0.94949317,323,0.19531761,322
880,0.9908441,880,0.046345524,880
304,0.7398245,303,0.74208176,304
356,0.9747941,356,0.36302415,356
437,0.89496344,735,0.81335443,437
100,0.87712693,976,0.38247266,100
920,0.9457089,920,0.18900074,920
284,0.99922633,284,0.84898746,284
542,0.99264765,542,0.22272873,542
318,0.55610096,313,0.25810584,318
755,0.9946861,663,0.77662766,755
405,0.9519586,405,0.4414484,405
538,0.8749966,574,0.61312705,538
425,0.6759974,425,0.98283976,831
309,0.9810992,309,0.8276224,309
932,0.9695952,932,0.15401435,932
490,0.97081494,706,0.95223147,490
407,0.42334643,428,0.42315182,407
598,0.99323505,749,0.16113941,598
920,0.99550855,920,0.5938819,920
800,0.7339027,662,0.14733912,800
945,0.6777795,125,0.145692,945
98,0.8743315,19,0.12054899,98
960,0.7992185,938,0.9997427,960
542,0.9875723,572,0.44154736,542
901,0.9518008,901,0.31941167,901
866,0.97409105,866,0.12563366,866
34,0.9247388,35,0.3943608,34
147,0.9466667,147,0.21777844,147
662,0.9087713,437,0.10709398,662
996,0.094056755,311,0.10519692,996
33,0.78534025,32,0.7360302,33
719,0.9633349,719,0.2896101,719
108,0.90597713,681,0.1129506,108
680,0.99583364,489,0.90595704,680
815,0.9029864,815,0.5952242,815
527,0.48347598,407,0.35544226,527
2,0.3920654,877,0.8310793,2
874,0.96669847,664,0.20158286,874
339,0.9865534,339,0.8053258,339
719,0.7964927,526,0.9691975,719
840,0.9864797,434,0.24837603,840
976,0.92343104,802,0.15266861,976
397,0.93782216,397,0.4324652,397
885,0.7944484,885,0.3831109,885
58,0.8272708,42,0.91413057,58
244,0.93044806,244,0.2807969,244
771,0.92251766,503,0.6303158,771
821,0.68368775,746,0.92233175,821
480,0.9674491,480,0.08817289,480
821,0.93692183,821,0.63356686,821
321,0.81106,320,0.93807364,321
631,0.7529836,392,0.2374571,631
114,0.9963626,114,0.87373704,114
874,0.6343215,699,0.66957957,874
430,0.99777067,430,0.9614985,430
971,0.8721231,980,0.92757636,971
968,0.1977728,945,0.22685096,968
977,0.9225061,977,0.38838878,977
604,0.95429945,691,0.8862517,604
571,0.9851167,571,0.8538958,571
854,0.892015,854,0.07320077,854
230,0.64717597,171,0.871151,230
946,0.9709528,946,0.69808877,946
320,0.98597115,320,0.84167737,320
536,0.59781146,574,0.9127672,536
657,0.54479086,437,0.9037708,657
145,0.7280811,147,0.9573782,145
920,0.9645281,693,0.30497414,920
918,0.7005159,972,0.9998568,918
693,0.23667887,693,0.33870387,884
74,0.8831164,75,0.4450137,74
386,0.92052114,387,0.109513,386
928,0.95613134,928,0.15493566,928
473,0.9504011,694,0.44133562,473
747,0.9082947,796,0.40947345,747
422,0.2973394,885,0.5030864,422
911,0.61388737,933,0.2555826,911
880,0.9973333,808,0.13337098,880
968,0.98768324,968,0.3939095,968
558,0.9766484,776,0.31939796,558
555,0.86987215,719,0.9510475,555
254,0.92517173,174,0.06522886,254
441,0.9567008,738,0.3009028,441
988,0.7137069,944,0.41390193,988
548,0.9447831,706,0.60666734,548
923,0.8425354,665,0.24780159,923
138,0.92591566,138,0.47962254,138
534,0.35034227,912,0.44919798,534
699,0.90501004,881,0.9898074,699
663,0.71778536,663,0.992304,488
991,0.8954539,456,0.07576623,991
418,0.9703841,418,0.8571949,418
604,0.9408811,604,0.6504451,604
625,0.43460974,599,0.2415236,625
518,0.41623682,744,0.050647214,518
328,0.8715157,113,0.4530479,328
320,0.8612349,321,0.35548794,320
519,0.99180907,519,0.54303765,519
387,0.8780557,344,0.24732707,387
405,0.99219316,405,0.7527456,405
750,0.9600589,750,0.47518122,750
416,0.92630553,923,0.09140291,416
570,0.8209028,451,0.8315587,570
991,0.78868276,989,0.057151098,991
852,0.8710464,845,0.38408554,852
10,0.9012966,10,0.44434428,10
718,0.9507149,718,0.2208805,718
348,0.9965593,348,0.8241382,348
556,0.90128857,556,0.45453745,556
818,0.87388813,512,0.6929345,818
866,0.8045488,52,0.13821842,866
412,0.9961283,412,0.42381996,412
630,0.9816456,552,0.3199691,630
964,0.8147916,964,0.2615974,964
518,0.67069894,865,0.7175187,518
265,0.96983385,233,0.36424306,265
896,0.67715585,404,0.65456396,896
547,0.9796012,547,0.7658397,547
904,0.9585738,585,0.09612604,904
709,0.9809472,502,0.037307706,709
318,0.9941484,318,0.81244624,318
142,0.9047351,142,0.42292038,142
23,0.9353625,23,0.76676977,23
761,0.84653,528,0.25909665,761
773,0.9474222,841,0.26077932,773
979,0.7892098,977,0.6613919,979
683,0.79889625,438,0.5108463,683
747,0.939994,747,0.43102744,747
939,0.9920744,583,0.059991058,939
473,0.5498376,704,0.69134575,473
865,0.9422349,868,0.22027636,865
766,0.8945633,707,0.5658117,766
755,0.18709768,529,0.56808907,755
706,0.95932144,706,0.6364529,706
615,0.9599143,615,0.09856692,615
310,0.9514856,310,0.68213135,310
744,0.48672354,744,0.9881098,885
472,0.91692734,472,0.09447643,472
699,0.78169775,975,0.12636232,699
885,0.9148727,885,0.7179204,885
973,0.42364106,864,0.447394,973
402,0.7768301,515,0.9596038,402
981,0.44004515,7,0.73146844,971
775,0.38079533,775,0.54922736,631
311,0.9830578,311,0.43661687,311
13,0.8809854,13,0.6450561,13
539,0.85417503,885,0.6598025,539
539,0.9191003,539,0.34929425,539
39,0.9570089,42,0.24464723,39
668,0.8728798,401,0.6649302,668
341,0.9444847,341,0.8443294,341
663,0.26064482,663,0.47074685,606
548,0.89551127,921,0.50090724,548
653,0.9782864,646,0.5399987,653
938,0.7606656,992,0.75856954,938
778,0.9182572,59,0.06707731,778
666,0.92510724,666,0.10167792,666
686,0.7560493,508,0.28767714,686
512,0.83924294,582,0.20028946,512
309,0.7690415,305,0.67117417,309
3,0.9464875,34,0.08456001,3
470,0.90018946,542,0.24941513,470
718,0.94574386,718,0.3094879,718
981,0.9459767,114,0.116504535,981
252,0.9814524,291,0.12438286,252
739,0.554378,884,0.7895954,739
830,0.8720206,875,0.86268127,830
558,0.9435234,543,0.09491402,558
818,0.59903514,437,0.3857269,818
834,0.9977324,537,0.23455796,834
830,0.846746,875,0.8996732,830
459,0.9338248,459,0.72650677,459
980,0.65023917,978,0.16848777,980
888,0.63599926,751,0.53427505,888
960,0.948808,960,0.73701197,960
884,0.99587727,884,0.7548097,884
854,0.992463,638,0.9242715,854
310,0.8610887,311,0.65134716,310
893,0.94213164,410,0.8756943,893
520,0.8749788,920,0.26145837,520
476,0.99015474,838,0.11395374,476
975,0.5176512,975,0.96557295,563
558,0.96909386,558,0.13069697,558
984,0.9655146,984,0.7082547,984
673,0.83855915,472,0.08084333,673
438,0.96609795,438,0.7015842,438
130,0.3199658,90,0.09832161,130
929,0.9989856,929,0.34034014,929
638,0.99958414,638,0.88204753,638
468,0.97637355,489,0.6147519,468
709,0.771512,736,0.67304325,709
859,0.95214975,859,0.8187358,859
629,0.98600775,629,0.8716365,629
583,0.39177474,925,0.29357925,583
158,0.90745085,158,0.5681588,158
52,0.7992679,680,0.6242425,52
985,0.91106814,986,0.092074506,985
105,0.91687727,105,0.37279725,105
442,0.92571723,442,0.106792465,442
596,0.8895426,596,0.11174595,596
947,0.92922497,947,0.19443373,947
522,0.6671528,887,0.24071874,522
546,0.9915296,614,0.0845295,546
947,0.71972924,109,0.5049187,947
580,0.9918751,433,0.30118573,580
864,0.99933535,913,0.0909695,864
11,0.9014011,12,0.96904176,11
456,0.9930952,456,0.3549852,456
434,0.9920105,434,0.4839539,434
540,0.7970536,540,0.8995519,456
481,0.87157255,895,0.44179466,481
913,0.9229416,913,0.26373446,913
909,0.93948007,909,0.56068426,909
349,0.86639893,161,0.3086633,349
865,0.4300311,865,0.9824233,718
471,0.99966955,645,0.58155453,471
875,0.85540897,830,0.9776638,875
885,0.965973,664,0.84397054,885
719,0.913417,913,0.5569127,719
965,0.924937,964,0.47998792,965
848,0.8162211,587,0.970746,848
439,0.42537442,970,0.35710225,439
982,0.7788426,431,0.44310492,982
572,0.9815383,748,0.15607528,572
793,0.9928518,694,0.056722365,793
875,0.7560401,706,0.20514846,875
595,0.9776349,864,0.08095878,595
475,0.9714966,912,0.6388147,475
503,0.22569412,809,0.513187,775
629,0.9613167,555,0.23940933,629
672,0.39744478,590,0.15460595,672
418,0.8021826,418,0.998836,702
79,0.8707034,79,0.32861736,79
947,0.97409904,947,0.81457925,947
477,0.91053325,707,0.16630505,477
975,0.99223375,975,0.8832833,975
821,0.9912423,821,0.73619676,821
312,0.8756637,314,0.27442873,312
964,0.94393235,964,0.25152162,964
937,0.6493478,940,0.08366328,937
908,0.09160595,908,0.30064955,635
428,0.6882493,779,0.6078116,428
58,0.9535888,58,0.6503628,58
327,0.94507885,327,0.71989983,327
342,0.23233172,349,0.3828493,345
964,0.9712919,964,0.69183564,964
826,0.8891887,151,0.06610116,826
607,0.9993297,607,0.33129612,607
766,0.3357088,422,0.38140717,766
660,0.7256617,961,0.42810017,660
479,0.86895895,923,0.28099906,479
689,0.5836828,755,0.53318775,689
417,0.9987048,703,0.72004396,417
548,0.8628235,706,0.77283216,548
709,0.81632024,602,0.03215934,709
558,0.991774,776,0.067781106,558
307,0.82637537,905,0.6497263,307
994,0.9157232,990,0.0796651,994
934,0.7697255,925,0.0717697,934
548,0.5552795,566,0.53411883,548
990,0.7961445,413,0.52035826,990
708,0.9508252,529,0.6684075,708
820,0.8441236,819,0.81277084,820
765,0.9576977,873,0.04140951,765
780,0.9992741,780,0.99142796,780
683,0.9744993,683,0.6871301,683
735,0.9813455,735,0.6998434,735
401,0.90039235,668,0.9486113,401
976,0.7874723,450,0.86550254,976
717,0.92792726,661,0.684779,717
545,0.3372411,545,0.5937107,965
52,0.92328894,468,0.50299174,52
655,0.55265695,758,0.78292173,655
719,0.5587337,719,0.07470152,719
909,0.51694953,626,0.3033529,909
133,0.8097402,135,0.39463767,133
558,0.9816196,558,0.5813057,558
408,0.73183054,735,0.82950324,408
305,0.61281604,306,0.20245053,305
100,0.9409369,100,0.22203329,100
641,0.9352154,641,0.5807903,641
855,0.98516613,855,0.855521,855
934,0.9219258,934,0.14529619,934
980,0.95898485,973,0.46090063,980
441,0.90085465,441,0.12064016,441
437,0.8979281,657,0.50427777,437
490,0.99930775,490,0.97505015,490
318,0.8735877,121,0.13332734,318
888,0.94462085,615,0.12731302,888
830,0.944624,548,0.5924876,830
341,0.8988551,341,0.72783303,341
95,0.92430055,95,0.5577664,95
888,0.95721245,401,0.4969064,888
563,0.43284103,428,0.50454646,563
818,0.5921721,752,0.94548225,818
537,0.87357694,646,0.3316143,537
14,0.9283848,13,0.8954418,14
581,0.988301,16,0.24096842,581
971,0.8924412,971,0.27338466,971
720,0.9971324,720,0.49536565,720
321,0.9098072,320,0.69230276,321
438,0.8972964,498,0.05467138,438
991,0.9473731,991,0.10911249,991
686,0.83846474,788,0.03645391,686
806,0.8098177,769,0.9613613,806
581,0.91826683,739,0.8753139,581
718,0.86303073,865,0.53657603,718
592,0.62034595,722,0.45959067,592
956,0.96563417,952,0.82857394,956
76,0.5963007,75,0.22275494,76
833,0.985871,833,0.5164424,833
484,0.98250026,484,0.6805086,484
418,0.937334,418,0.50697446,418
780,0.991334,780,0.5185732,780
699,0.5079726,539,0.51995754,699
532,0.98946023,532,0.78165734,532
704,0.9419756,766,0.14036436,704
923,0.994701,923,0.35028931,923
322,0.94960487,322,0.7505064,322
313,0.7708998,312,0.9213654,313
481,0.17891717,649,0.61193913,481
325,0.7274622,717,0.28885058,325
668,0.67671037,782,0.26269794,668
604,0.9911776,604,0.72649294,604
418,0.9959759,418,0.6494955,418
760,0.55254984,571,0.2769364,760
511,0.97722477,511,0.6934519,511
696,0.6422568,789,0.10279891,696
526,0.28287357,840,0.951333,526
309,0.986459,320,0.38445476,309
141,0.63679904,141,0.97132325,143
898,0.9911261,898,0.605415,898
499,0.993166,688,0.07224947,499
889,0.9498388,889,0.70777696,889
304,0.5662942,301,0.095380284,304
650,0.88102174,650,0.34103498,650
407,0.68585956,855,0.6830317,407
842,0.98178035,842,0.2406551,842
38,0.907647,38,0.45991194,38
321,0.946869,321,0.7613791,321
125,0.107104495,119,0.13661934,581
951,0.85690707,929,0.3435074,951
822,0.814624,728,0.71241736,822
657,0.9624729,655,0.68287146,657
666,0.6699187,536,0.09497668,666
806,0.97536045,769,0.33889812,806
468,0.7374775,36,0.26808888,468
950,0.84965783,660,0.14357838,950
472,0.6499275,757,0.038916457,472
17,0.9275191,17,0.68511385,17
647,0.9733698,664,0.26490724,647
986,0.8579731,986,0.23267739,986
950,0.9755465,950,0.42607456,950
918,0.7454533,482,0.28093496,918
867,0.77981955,596,0.2866322,867
704,0.5378404,492,0.2363942,704
875,0.8903453,780,0.708859,875
145,0.96761256,128,0.7480707,145
931,0.88633716,931,0.2299652,931
826,0.7425015,21,0.18761896,826
664,0.84489506,498,0.17853259,664
859,0.71682066,976,0.07422681,859
490,0.9928718,661,0.5523674,490
60,0.32542026,61,0.6850902,617
821,0.21371086,347,0.08429345,821
320,0.94475585,309,0.25218886,320
844,0.9927297,791,0.18499054,844
548,0.9295692,548,0.7753677,548
438,0.6842807,734,0.14909548,438
669,0.90775317,499,0.15305595,669
522,0.99633336,522,0.23584114,522
653,0.7551688,478,0.82007444,653
647,0.999589,647,0.83422303,647
883,0.9983309,883,0.12211619,883
403,0.63483495,836,0.87453675,403
891,0.5837341,616,0.8696552,891
750,0.99817944,457,0.59882194,750
826,0.8087334,653,0.051863402,826
818,0.86777604,437,0.18820447,818
472,0.9912949,472,0.85819185,472
676,0.86264575,676,0.283882,676
734,0.8993673,813,0.12223634,734
859,0.1963805,558,0.21054809,859
323,0.9298306,327,0.77777654,323
913,0.31598458,638,0.14002149,913
934,0.5576481,911,0.24163193,934
303,0.95334387,303,0.452773,303
769,0.35776025,982,0.48628688,769
